update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,0.5,962,0,0,0,0,962,0,0,0,0,0
1,0.5,962,0,0,0,0,962,0,0,0,0,0
2,0.5,962,0,0,0,0,962,0,0,0,0,0
3,0.5,962,0,0,0,0,962,0,0,0,0,0
4,0.5,962,0,0,0,0,962,0,0,0,0,0
5,0.5,962,0,0,0,0,962,0,0,0,0,0
6,0.5,963,0,0,0,0,963,0,0,0,0,0
7,0.500004,966,0,0,0,0,966,0,0,0,0,0
8,0.499997,971,0,0,0,0,971,0,0,0,0,0
9,0.499999,973,0,0,0,0,973,0,0,0,0,0
10,0.499996,977,0,0,0,0,977,0,0,0,0,0
11,0.500001,983,0,0,0,0,983,0,0,0,0,0
12,0.500001,990,0,0,0,0,990,0,0,0,0,0
13,0.500001,1000,0,0,0,0,1000,0,0,0,0,0
14,0.500001,1015,0,0,0,0,1015,0,0,0,0,0
15,0.500004,1024,0,0,0,0,1024,0,0,0,0,0
16,0.500009,1037,0,0,0,0,1037,0,0,0,0,0
17,0.50002,1051,0,0,0,0,1051,0,0,0,0,0
18,0.500011,1067,0,0,0,0,1067,0,0,0,0,0
19,0.500017,1081,0,0,0,0,1081,0,0,0,0,0
20,0.500026,1095,0,0,0,0,1095,0,0,0,0,0
21,0.50002,1118,0,0,0,0,1118,0,0,0,0,0
22,0.500024,1136,0,0,0,0,1136,0,0,0,0,0
23,0.500032,1152,0,0,0,0,1152,0,0,0,0,0
24,0.500022,1173,0,0,0,0,1173,0,0,0,0,0
25,0.50002,1195,0,0,0,0,1195,0,0,0,0,0
26,0.50002,1220,0,0,0,0,1220,0,0,0,0,0
27,0.500037,1242,0,0,0,0,1242,0,0,0,0,0
28,0.500042,1260,0,0,0,0,1260,0,0,0,0,0
29,0.500029,1286,0,0,0,0,1286,0,0,0,0,0
30,0.500025,1300,0,0,0,0,1300,0,0,0,0,0
31,0.500027,1320,0,0,0,0,1320,0,0,0,0,0
32,0.500023,1352,0,0,0,0,1352,0,0,0,0,0
33,0.500038,1379,0,0,0,0,1379,0,0,0,0,0
34,0.500029,1411,0,0,0,0,1411,0,0,0,0,0
35,0.500022,1444,0,0,0,0,1444,0,0,0,0,0
36,0.50002,1469,0,0,0,0,1469,0,0,0,0,0
37,0.500009,1488,0,0,0,0,1488,0,0,0,0,0
38,0.500006,1516,0,0,0,0,1516,0,0,0,0,0
39,0.500012,1538,0,0,0,0,1538,0,0,0,0,0
40,0.500006,1565,0,0,0,0,1565,0,0,0,0,0
41,0.500007,1593,0,0,0,0,1593,0,0,0,0,0
42,0.500013,1617,0,0,0,0,1617,0,0,0,0,0
43,0.500027,1641,0,0,0,0,1641,0,0,0,0,0
44,0.500032,1674,0,0,0,0,1674,0,0,0,0,0
45,0.500026,1702,0,0,0,0,1702,0,0,0,0,0
46,0.500007,1730,0,0,0,0,1730,0,0,0,0,0
47,0.500022,1762,0,0,0,0,1762,0,0,0,0,0
48,0.50003,1783,0,0,0,0,1783,0,0,0,0,0
49,0.500015,1815,0,0,0,0,1815,0,0,0,0,0
50,0.50002,1842,0,0,0,0,1842,0,0,0,0,0
51,0.500014,1871,0,0,0,0,1871,0,0,0,0,0
52,0.500009,1905,0,0,0,0,1905,0,0,0,0,0
53,0.499994,1939,0,0,0,0,1939,0,0,0,0,0
54,0.499989,1975,0,0,0,0,1975,0,0,0,0,0
55,0.499979,1998,0,0,0,0,1998,0,0,0,0,0
56,0.499989,2025,0,0,0,0,2025,0,0,0,0,0
