update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,0.5,962,0,0,0,0,962,0,0,0,0,0
1,0.5,962,0,0,0,0,962,0,0,0,0,0
2,0.5,962,0,0,0,0,962,0,0,0,0,0
3,0.5,962,0,0,0,0,962,0,0,0,0,0
4,0.499997,964,0,0,0,0,964,0,0,0,0,0
5,0.499998,964,0,0,0,0,964,0,0,0,0,0
6,0.5,969,0,0,0,0,969,0,0,0,0,0
7,0.500001,971,0,0,0,0,971,0,0,0,0,0
8,0.500005,975,0,0,0,0,975,0,0,0,0,0
9,0.500004,984,0,0,0,0,984,0,0,0,0,0
10,0.50001,995,0,0,0,0,995,0,0,0,0,0
11,0.500014,1008,0,0,0,0,1008,0,0,0,0,0
12,0.500008,1018,0,0,0,0,1018,0,0,0,0,0
13,0.50001,1033,0,0,0,0,1033,0,0,0,0,0
14,0.500013,1048,0,0,0,0,1048,0,0,0,0,0
15,0.500021,1067,0,0,0,0,1067,0,0,0,0,0
16,0.500014,1089,0,0,0,0,1089,0,0,0,0,0
17,0.500015,1108,0,0,0,0,1108,0,0,0,0,0
18,0.500006,1132,0,0,0,0,1132,0,0,0,0,0
19,0.500018,1153,0,0,0,0,1153,0,0,0,0,0
20,0.500031,1183,0,0,0,0,1183,0,0,0,0,0
21,0.500016,1208,0,0,0,0,1208,0,0,0,0,0
22,0.500014,1237,0,0,0,0,1237,0,0,0,0,0
23,0.500019,1268,0,0,0,0,1268,0,0,0,0,0
24,0.500008,1305,0,0,0,0,1305,0,0,0,0,0
25,0.500017,1336,0,0,0,0,1336,0,0,0,0,0
26,0.500031,1363,0,0,0,0,1363,0,0,0,0,0
27,0.500037,1391,0,0,0,0,1391,0,0,0,0,0
28,0.500013,1429,0,0,0,0,1429,0,0,0,0,0
29,0.500035,1468,0,0,0,0,1468,0,0,0,0,0
30,0.500026,1506,0,0,0,0,1506,0,0,0,0,0
31,0.500024,1544,0,0,0,0,1544,0,0,0,0,0
32,0.500024,1572,0,0,0,0,1572,0,0,0,0,0
33,0.50001,1595,0,0,0,0,1595,0,0,0,0,0
34,0.500011,1628,0,0,0,0,1628,0,0,0,0,0
35,0.500007,1669,0,0,0,0,1669,0,0,0,0,0
36,0.500009,1700,0,0,0,0,1700,0,0,0,0,0
37,0.500005,1743,0,0,0,0,1743,0,0,0,0,0
38,0.499998,1785,0,0,0,0,1785,0,0,0,0,0
39,0.499997,1814,0,0,0,0,1814,0,0,0,0,0
40,0.499994,1842,0,0,0,0,1842,0,0,0,0,0
41,0.499997,1879,0,0,0,0,1879,0,0,0,0,0
42,0.5,1928,0,0,0,0,1928,0,0,0,0,0
43,0.500001,1955,0,0,0,0,1955,0,0,0,0,0
44,0.499997,1989,0,0,0,0,1989,0,0,0,0,0
45,0.499993,2030,0,0,0,0,2030,0,0,0,0,0
46,0.499988,2066,0,0,0,0,2066,0,0,0,0,0
47,0.499993,2112,0,0,0,0,2112,0,0,0,0,0
48,0.499994,2153,0,0,0,0,2153,0,0,0,0,0
49,0.500012,2199,0,0,0,0,2199,0,0,0,0,0
50,0.500006,2249,0,0,0,0,2249,0,0,0,0,0
51,0.500005,2287,0,0,0,0,2287,0,0,0,0,0
52,0.500011,2333,0,0,0,0,2333,0,0,0,0,0
53,0.500007,2376,0,0,0,0,2376,0,0,0,0,0
54,0.500006,2427,0,0,0,0,2427,0,0,0,0,0
55,0.500009,2468,0,0,0,0,2468,0,0,0,0,0
56,0.499995,2507,0,0,0,0,2507,0,0,0,0,0
