update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,0.5,962,0,0,0,0,962,0,0,0,0,0
1,0.5,962,0,0,0,0,962,0,0,0,0,0
2,0.499997,968,0,0,0,0,968,0,0,0,0,0
3,0.499989,984,0,0,0,0,984,0,0,0,0,0
4,0.499991,1005,0,0,0,0,1005,0,0,0,0,0
5,0.499993,1032,0,0,0,0,1032,0,0,0,0,0
6,0.499992,1073,0,0,0,0,1073,0,0,0,0,0
7,0.500006,1125,0,0,0,0,1125,0,0,0,0,0
8,0.499994,1159,0,0,0,0,1159,0,0,0,0,0
9,0.499978,1202,0,0,0,0,1202,0,0,0,0,0
10,0.499968,1252,0,0,0,0,1252,0,0,0,0,0
11,0.499971,1310,0,0,0,0,1310,0,0,0,0,0
12,0.499981,1363,0,0,0,0,1363,0,0,0,0,0
13,0.499985,1406,0,0,0,0,1406,0,0,0,0,0
14,0.499962,1485,0,0,0,0,1485,0,0,0,0,0
15,0.499969,1554,0,0,0,0,1554,0,0,0,0,0
16,0.499966,1606,0,0,0,0,1606,0,0,0,0,0
17,0.499956,1683,0,0,0,0,1683,0,0,0,0,0
18,0.499959,1749,0,0,0,0,1749,0,0,0,0,0
19,0.499931,1814,0,0,0,0,1814,0,0,0,0,0
20,0.499958,1883,0,0,0,0,1883,0,0,0,0,0
21,0.499981,1945,0,0,0,0,1945,0,0,0,0,0
22,0.499974,2022,0,0,0,0,2022,0,0,0,0,0
23,0.499986,2102,0,0,0,0,2102,0,0,0,0,0
24,0.499998,2191,0,0,0,0,2191,0,0,0,0,0
25,0.499991,2285,0,0,0,0,2285,0,0,0,0,0
26,0.499982,2368,0,0,0,0,2368,0,0,0,0,0
27,0.499992,2447,0,0,0,0,2447,0,0,0,0,0
28,0.49998,2548,0,0,0,0,2548,0,0,0,0,0
29,0.499994,2620,0,0,0,0,2620,0,0,0,0,0
30,0.500009,2710,0,0,0,0,2710,0,0,0,0,0
31,0.500005,2807,0,0,0,0,2807,0,0,0,0,0
32,0.500008,2898,0,0,0,0,2898,0,0,0,0,0
33,0.50002,2985,0,0,0,0,2985,0,0,0,0,0
34,0.500031,3075,0,0,0,0,3075,0,0,0,0,0
35,0.500043,3160,0,0,0,0,3160,0,0,0,0,0
36,0.500042,3253,0,0,0,0,3253,0,0,0,0,0
37,0.500045,3347,0,0,0,0,3347,0,0,0,0,0
38,0.500043,3446,0,0,0,0,3446,0,0,0,0,0
39,0.500051,3546,0,0,0,0,3546,0,0,0,0,0
40,0.500063,3640,0,0,0,0,3640,0,0,0,0,0
41,0.500059,3732,0,0,0,0,3732,0,0,0,0,0
42,0.500082,3836,0,0,0,0,3836,0,0,0,0,0
43,0.500073,3945,0,0,0,0,3945,0,0,0,0,0
44,0.500081,4054,0,0,0,0,4054,0,0,0,0,0
45,0.500082,4174,0,0,0,0,4174,0,0,0,0,0
46,0.500083,4271,0,0,0,0,4271,0,0,0,0,0
47,0.500086,4389,0,0,0,0,4389,0,0,0,0,0
48,0.500075,4479,0,0,0,0,4479,0,0,0,0,0
49,0.500063,4589,0,0,0,0,4589,0,0,0,0,0
50,0.500075,4695,0,0,0,0,4695,0,0,0,0,0
51,0.500072,4802,0,0,0,0,4802,0,0,0,0,0
52,0.500071,4891,0,0,0,0,4891,0,0,0,0,0
53,0.50009,4991,0,0,0,0,4991,0,0,0,0,0
54,0.500096,5093,0,0,0,0,5093,0,0,0,0,0
55,0.500097,5196,0,0,0,0,5196,0,0,0,0,0
