update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,0.5,962,0,0,0,0,962,0,0,0,0,0
1,0.5,962,0,0,0,0,962,0,0,0,0,0
2,0.49999,1068,0,0,0,0,1068,0,0,0,0,0
3,0.499963,1220,0,0,0,0,1220,0,0,0,0,0
4,0.499943,1386,0,0,0,0,1386,0,0,0,0,0
5,0.499956,1621,0,0,0,0,1621,0,0,0,0,0
6,0.49998,1858,0,0,0,0,1858,0,0,0,0,0
7,0.499968,2130,0,0,0,0,2130,0,0,0,0,0
8,0.499972,2414,0,0,0,0,2414,0,0,0,0,0
9,0.499974,2689,0,0,0,0,2689,0,0,0,0,0
10,0.500002,2947,0,0,0,0,2947,0,0,0,0,0
11,0.500023,3290,0,0,0,0,3290,0,0,0,0,0
12,0.500028,3626,0,0,0,0,3626,0,0,0,0,0
13,0.499993,3948,0,0,0,0,3948,0,0,0,0,0
14,0.499996,4285,0,0,0,0,4285,0,0,0,0,0
15,0.499996,4612,0,0,0,0,4612,0,0,0,0,0
16,0.499998,4908,0,0,0,0,4908,0,0,0,0,0
17,0.49997,5258,0,0,0,0,5258,0,0,0,0,0
18,0.499952,5595,0,0,0,0,5595,0,0,0,0,0
19,0.499963,5932,0,0,0,0,5932,0,0,0,0,0
20,0.499995,6243,0,0,0,0,6243,0,0,0,0,0
21,0.499995,6583,0,0,0,0,6583,0,0,0,0,0
22,0.500046,6879,0,0,0,0,6879,0,0,0,0,0
23,0.500016,7173,0,0,0,0,7173,0,0,0,0,0
24,0.500039,7436,0,0,0,0,7436,0,0,0,0,0
25,0.500033,7694,0,0,0,0,7694,0,0,0,0,0
26,0.500014,7916,0,0,0,0,7916,0,0,0,0,0
27,0.499995,8136,0,0,0,0,8136,0,0,0,0,0
28,0.500025,8335,0,0,0,0,8335,0,0,0,0,0
29,0.50003,8508,0,0,0,0,8508,0,0,0,0,0
30,0.499993,8684,0,0,0,0,8684,0,0,0,0,0
31,0.500039,8832,0,0,0,0,8832,0,0,0,0,0
32,0.500045,8975,0,0,0,0,8975,0,0,0,0,0
33,0.500036,9100,0,0,0,0,9100,0,0,0,0,0
34,0.50006,9219,0,0,0,0,9219,0,0,0,0,0
35,0.500098,9320,0,0,0,0,9320,0,0,0,0,0
36,0.500087,9414,0,0,0,0,9414,0,0,0,0,0
37,0.500062,9491,0,0,0,0,9491,0,0,0,0,0
38,0.500082,9557,0,0,0,0,9557,0,0,0,0,0
39,0.500077,9613,0,0,0,0,9613,0,0,0,0,0
40,0.500048,9664,0,0,0,0,9664,0,0,0,0,0
41,0.50006,9722,0,0,0,0,9722,0,0,0,0,0
42,0.500065,9772,0,0,0,0,9772,0,0,0,0,0
43,0.500052,9806,0,0,0,0,9806,0,0,0,0,0
44,0.500073,9835,0,0,0,0,9835,0,0,0,0,0
45,0.500093,9863,0,0,0,0,9863,0,0,0,0,0
46,0.500106,9889,0,0,0,0,9889,0,0,0,0,0
47,0.50008,9905,0,0,0,0,9905,0,0,0,0,0
48,0.500081,9929,0,0,0,0,9929,0,0,0,0,0
49,0.500085,9936,0,0,0,0,9936,0,0,0,0,0
50,0.500087,9946,0,0,0,0,9946,0,0,0,0,0
51,0.500084,9955,0,0,0,0,9955,0,0,0,0,0
52,0.500061,9963,0,0,0,0,9963,0,0,0,0,0
53,0.500046,9968,0,0,0,0,9968,0,0,0,0,0
54,0.500063,9972,0,0,0,0,9972,0,0,0,0,0
55,0.500084,9974,0,0,0,0,9974,0,0,0,0,0
