update,mean_coopval,count,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,0.5,963,0,0,0,0,963,0,0,0,0,0
1,0.499996,1079,0,0,0,0,1079,0,0,0,0,0
2,0.499965,1282,0,0,0,0,1282,0,0,0,0,0
3,0.499938,1563,0,0,0,0,1563,0,0,0,0,0
4,0.499965,1919,0,0,0,0,1919,0,0,0,0,0
5,0.499987,2332,0,0,0,0,2332,0,0,0,0,0
6,0.500034,2778,0,0,0,0,2778,0,0,0,0,0
7,0.500053,3256,0,0,0,0,3256,0,0,0,0,0
8,0.500031,3751,0,0,0,0,3751,0,0,0,0,0
9,0.50004,4251,0,0,0,0,4251,0,0,0,0,0
10,0.500018,4775,0,0,0,0,4775,0,0,0,0,0
11,0.500035,5262,0,0,0,0,5262,0,0,0,0,0
12,0.500056,5762,0,0,0,0,5762,0,0,0,0,0
13,0.500081,6249,0,0,0,0,6249,0,0,0,0,0
14,0.500061,6694,0,0,0,0,6694,0,0,0,0,0
15,0.500017,7148,0,0,0,0,7148,0,0,0,0,0
16,0.500039,7564,0,0,0,0,7564,0,0,0,0,0
17,0.500075,7939,0,0,0,0,7939,0,0,0,0,0
18,0.500066,8284,0,0,0,0,8284,0,0,0,0,0
19,0.50005,8594,0,0,0,0,8594,0,0,0,0,0
20,0.50002,8861,0,0,0,0,8861,0,0,0,0,0
21,0.500009,9077,0,0,0,0,9077,0,0,0,0,0
22,0.500023,9280,0,0,0,0,9280,0,0,0,0,0
23,0.500015,9442,0,0,0,0,9442,0,0,0,0,0
24,0.499915,9579,0,0,0,0,9579,0,0,0,0,0
25,0.499905,9701,0,0,0,0,9701,0,0,0,0,0
26,0.499952,9771,0,0,0,0,9771,0,0,0,0,0
27,0.499965,9831,0,0,0,0,9831,0,0,0,0,0
28,0.500001,9875,0,0,0,0,9875,0,0,0,0,0
29,0.499981,9909,0,0,0,0,9909,0,0,0,0,0
30,0.499908,9934,0,0,0,0,9934,0,0,0,0,0
31,0.499893,9952,0,0,0,0,9952,0,0,0,0,0
32,0.499982,9966,0,0,0,0,9966,0,0,0,0,0
33,0.499931,9973,0,0,0,0,9973,0,0,0,0,0
34,0.499954,9981,0,0,0,0,9981,0,0,0,0,0
35,0.50004,9984,0,0,0,0,9984,0,0,0,0,0
36,0.500104,9986,0,0,0,0,9986,0,0,0,0,0
37,0.500191,9995,0,0,0,0,9995,0,0,0,0,0
38,0.500247,9996,0,0,0,0,9996,0,0,0,0,0
39,0.500222,9997,0,0,0,0,9997,0,0,0,0,0
40,0.500165,9998,0,0,0,0,9998,0,0,0,0,0
41,0.50025,10000,0,0,0,0,10000,0,0,0,0,0
42,0.500193,10000,0,0,0,0,10000,0,0,0,0,0
43,0.500184,10000,0,0,0,0,10000,0,0,0,0,0
44,0.500214,10000,0,0,0,0,10000,0,0,0,0,0
45,0.500219,10000,0,0,0,0,10000,0,0,0,0,0
46,0.500128,10000,0,0,0,0,10000,0,0,0,0,0
47,0.500049,10000,0,0,0,0,10000,0,0,0,0,0
48,0.500085,10000,0,0,0,0,10000,0,0,0,0,0
49,0.500135,10000,0,0,0,0,10000,0,0,0,0,0
50,0.500157,10000,0,0,0,0,10000,0,0,0,0,0
51,0.50014,10000,0,0,0,0,10000,0,0,0,0,0
52,0.500173,10000,0,0,0,0,10000,0,0,0,0,0
53,0.500205,10000,0,0,0,0,10000,0,0,0,0,0
54,0.500322,10000,0,0,0,0,10000,0,0,0,0,0
55,0.500293,10000,0,0,0,0,10000,0,0,0,0,0
56,0.500347,10000,0,0,0,0,10000,0,0,0,0,0
57,0.500443,10000,0,0,0,0,10000,0,0,0,0,0
58,0.500539,10000,0,0,0,0,10000,0,0,0,0,0
59,0.500515,10000,0,0,0,0,10000,0,0,0,0,0
60,0.500503,10000,0,0,0,0,10000,0,0,0,0,0
61,0.500427,10000,0,0,0,0,10000,0,0,0,0,0
62,0.500426,10000,0,0,0,0,10000,0,0,0,0,0
63,0.500584,10000,0,0,0,0,10000,0,0,0,0,0
64,0.500544,10000,0,0,0,0,10000,0,0,0,0,0
65,0.500583,10000,0,0,0,0,10000,0,0,0,0,0
66,0.500608,10000,0,0,0,0,10000,0,0,0,0,0
67,0.500556,10000,0,0,0,0,10000,0,0,0,0,0
68,0.500605,10000,0,0,0,0,10000,0,0,0,0,0
69,0.500553,10000,0,0,0,0,10000,0,0,0,0,0
70,0.500413,10000,0,0,0,0,10000,0,0,0,0,0
71,0.500445,10000,0,0,0,0,10000,0,0,0,0,0
72,0.500441,10000,0,0,0,0,10000,0,0,0,0,0
73,0.500438,10000,0,0,0,0,10000,0,0,0,0,0
74,0.500492,10000,0,0,0,0,10000,0,0,0,0,0
75,0.500489,10000,0,0,0,0,10000,0,0,0,0,0
76,0.5005,10000,0,0,0,0,10000,0,0,0,0,0
77,0.500574,10000,0,0,0,0,10000,0,0,0,0,0
78,0.500586,10000,0,0,0,0,10000,0,0,0,0,0
79,0.500463,10000,0,0,0,0,10000,0,0,0,0,0
80,0.500411,10000,0,0,0,0,10000,0,0,0,0,0
81,0.500527,10000,0,0,0,0,10000,0,0,0,0,0
82,0.50055,10000,0,0,0,0,10000,0,0,0,0,0
83,0.500642,10000,0,0,0,0,10000,0,0,0,0,0
84,0.500628,10000,0,0,0,0,10000,0,0,0,0,0
85,0.500541,10000,0,0,0,0,10000,0,0,0,0,0
86,0.500482,10000,0,0,0,0,10000,0,0,0,0,0
87,0.500434,10000,0,0,0,0,10000,0,0,0,0,0
88,0.500434,10000,0,0,0,0,10000,0,0,0,0,0
89,0.500333,10000,0,0,0,0,10000,0,0,0,0,0
90,0.500267,10000,0,0,0,0,10000,0,0,0,0,0
91,0.500292,10000,0,0,0,0,10000,0,0,0,0,0
92,0.500278,10000,0,0,0,0,10000,0,0,0,0,0
93,0.500164,10000,0,0,0,0,10000,0,0,0,0,0
94,0.500131,10000,0,0,0,0,10000,0,0,0,0,0
95,0.500215,10000,0,0,0,0,10000,0,0,0,0,0
96,0.50019,10000,0,0,0,0,10000,0,0,0,0,0
97,0.500151,10000,0,0,0,0,10000,0,0,0,0,0
98,0.500089,10000,0,0,0,0,10000,0,0,0,0,0
99,0.500085,10000,0,0,0,0,10000,0,0,0,0,0
100,0.50005,10000,0,0,0,0,9998,2,0,0,0,0
101,0.500117,10000,0,0,0,0,9999,1,0,0,0,0
102,0.500054,10000,0,0,0,0,9997,3,0,0,0,0
103,0.500137,10000,0,0,0,0,9996,4,0,0,0,0
104,0.500153,10000,0,0,0,0,9994,6,0,0,0,0
